Latitudine,Longitudine,Tipologia,Nome
40.3812688,-3.6070454,Supermarket,Mercator
40.4146533,-3.7053698,Supermarket,Suma
40.4048423,-3.692178,Supermarket,Condis
40.3851303,-3.7071334,Supermarket,Lidl
40.3397603,-3.8641658,Supermarket,Dia
40.4902148,-3.9555857,Supermarket,Mercadona
40.4508247,-3.6976629,Supermarket,Dia
40.3375617,-3.7729009,Supermarket,Market Press
40.3297648,-3.7656268,Supermarket,Nª Sra de Butarque
40.4928023,-3.6541404,Supermarket,Dia
40.4334989,-3.7011461,Supermarket,Dia
40.4625344,-3.6857795,Supermarket,La Despensa
