Latitudine,Longitudine,Tipologia,Nome
48.8573206,2.4325642,Supermarket,Carrefour City
48.8526654,2.4236786,Supermarket,Les Nouveaux Robinson - Ecoproduits
48.8262823,2.2196646,Supermarket,Franprix
48.8589932,2.2764394,Supermarket,Intermarché
48.8751317,2.2918795,Supermarket,Intermarché Express
48.8638238,2.287521,Supermarket,Bio C' Bon
48.8639428,2.4084587,Supermarket,Intermarché Express
48.8573296,2.4109568,Supermarket,La Source
48.8628384,2.3526556,Supermarket,G20
48.8629792,2.3536181,Supermarket,La Vie Claire
48.8602099,2.3530998,Supermarket,Bio C' Bon
48.8353511,2.3925763,Supermarket,Marché Franprix
48.8476697,2.3972798,Supermarket,Casino
48.8382852,2.3968325,Supermarket,G20
48.8426034,2.3845997,Supermarket,Lidl
48.8880141,2.3922962,Supermarket,Carrefour City
48.8682508,2.433075,Supermarket,Leader Price
48.8198511,2.3810081,Supermarket,Lidl
48.8519521,2.3848662,Supermarket,Super U
48.9460182,2.2336115,Supermarket,Auchan Supermarché
48.843922,2.3510401,Supermarket,Carrefour City
48.8681249,2.3601102,Supermarket,Intermarché Express
48.881667,2.3735682,Supermarket,Naturalia
48.8807667,2.3737081,Supermarket,8 à Huit
48.8225454,2.3602368,Supermarket,G20
48.869469,2.3559887,Supermarket,Carrefour City
48.895031,2.345234,Supermarket,Franprix
48.8824623,2.3707426,Supermarket,Carrefour City
48.8822706,2.3712054,Supermarket,Monoprix
48.8731763,2.3440636,Supermarket,Dia
48.8323274,2.3357206,Supermarket,Carrefour City
48.8578607,2.4038802,Supermarket,ToutBon vrac et bio
48.8720384,2.3430498,Supermarket,Carrefour City
48.821145,2.3025717,Supermarket,Les Comptoirs de la Bio
48.8489155,2.2943202,Supermarket,Carrefour City
48.8718705,2.343317,Supermarket,Naturalia
48.8454331,2.4311721,Supermarket,Monoprix
48.8221823,2.3039084,Supermarket,Naturalia
48.8674114,2.3465068,Supermarket,Naturalia
48.8427096,2.2208828,Supermarket,Lidl
48.8763592,2.3483732,Supermarket,Franprix
48.8805159,2.2375873,Supermarket,Carrefour City
48.8825079,2.238563,Supermarket,ALDI
48.8752773,2.3232006,Supermarket,Carrefour City
48.869278,2.3534767,Supermarket,Monoprix
48.902636,2.273989,Supermarket,Carrefour City
48.8770752,2.3509789,Supermarket,Bio Génération
48.907307,2.3956925,Supermarket,Franprix
48.8688039,2.4016891,Supermarket,Monoprix
48.8707715,2.3986826,Supermarket,MyAuchan
48.9060986,2.2698543,Supermarket,G20
48.8285764,2.3033016,Supermarket,Carrefour City
48.8888155,2.3602548,Supermarket,Monoprix
48.8395423,2.2779531,Supermarket,Bio C' Bon
48.8560173,2.3760876,Supermarket,Carrefour City
48.858112,2.3721314,Supermarket,Casino
48.8567932,2.3722447,Supermarket,Biocoop
48.8618173,2.4423863,Supermarket,Naturalia
48.8431778,2.2776482,Supermarket,Carrefour City
48.8612069,2.4417398,Supermarket,Carrefour Market
48.9577172,2.1977367,Supermarket,Casino Supermarché
48.8445018,2.296991,Supermarket,Franprix
48.880253,2.3964916,Supermarket,Marché Franprix
48.8900121,2.3262557,Supermarket,Carrefour Market
48.8761369,2.2319248,Supermarket,Carrefour Market
48.8470191,2.3535114,Supermarket,Carrefour City
48.846266,2.375872,Supermarket,Bio c’ bon
48.8459472,2.3821633,Supermarket,Naturalia
48.9154584,2.275558,Supermarket,Carrefour City
48.8510804,2.3308558,Supermarket,Carrefour City
48.8914236,2.3771793,Supermarket,Monoprix
48.8925081,2.4090703,Supermarket,Supermarché Istanbul
48.8917389,2.3616331,Supermarket,Paris Store
48.8522672,2.3651848,Supermarket,Bio C' Bon
48.8189673,2.1991272,Supermarket,Diagonal
48.8892317,2.335693,Supermarket,G20
48.8617073,2.3677371,Supermarket,Carrefour Market
48.887126,2.2704117,Supermarket,Franprix
48.8770063,2.3823746,Supermarket,Carrefour City
48.8756567,2.392556,Supermarket,G20
